order_id,uid,remaining,last_study,idle,is_frozen,tag,reason,month
726902083315976,3300427127,10,2026-07-28 22:30:00,3.0,0,Normal,"1-14, idle<=90",2026-08
726418402842882,3300431364,11,2026-07-27 22:00:00,4.0,0,Normal,"1-14, idle<=90",2026-08
714402833211648,3300492869,14,2026-07-28 22:00:00,3.0,0,Normal,"1-14, idle<=90",2026-08
725189538605320,3300633376,7,2026-07-29 16:00:00,2.0,0,Normal,"1-14, idle<=90",2026-08
712591141767428,3300633804,7,2026-07-29 20:30:00,2.0,0,Normal,"1-14, idle<=90",2026-08
712591233843458,3300640201,6,2026-07-28 22:00:00,3.0,0,Normal,"1-14, idle<=90",2026-08
726794450829576,3300800559,7,2026-07-29 21:30:00,2.0,0,Normal,"1-14, idle<=90",2026-08
725002129344770,3300889786,9,2026-07-25 20:30:00,6.0,0,Normal,"1-14, idle<=90",2026-08
710156498077954,3300934301,6,2026-07-29 22:00:00,2.0,0,Normal,"1-14, idle<=90",2026-08
710464297974018,3300999000,12,2026-07-11 20:30:00,20.0,1,Frozen,"1-14, idle<=90",2026-08
742671557943560,3301052235,11,2026-07-27 20:30:00,4.0,0,Normal,"1-14, idle<=90",2026-08
727638297659650,3301082698,6,2026-07-28 19:00:00,3.0,0,Normal,"1-14, idle<=90",2026-08
732095279675656,3301476250,13,2026-07-25 12:00:00,6.0,0,Normal,"1-14, idle<=90",2026-08
712792800538880,3301642036,5,2026-07-27 20:30:00,4.0,0,Normal,"1-14, idle<=90",2026-08
722498528915716,3301787870,10,2026-07-28 00:00:00,4.0,0,Normal,"1-14, idle<=90",2026-08
749075175248130,3301789092,11,2026-07-27 15:00:00,4.0,0,Normal,"1-14, idle<=90",2026-08
714351789748482,3301802778,11,2026-07-27 22:00:00,4.0,0,Normal,"1-14, idle<=90",2026-08
727128771672322,3301847092,14,2026-07-28 21:00:00,3.0,0,Normal,"1-14, idle<=90",2026-08
716829968304384,3301976076,12,2026-07-29 16:30:00,2.0,0,Normal,"1-14, idle<=90",2026-08
714393478029568,3301977673,10,2026-07-29 23:30:00,2.0,0,Normal,"1-14, idle<=90",2026-08
716887924324610,3302123357,11,2026-07-25 21:00:00,6.0,0,Normal,"1-14, idle<=90",2026-08
718084585642242,3302184296,2,2026-07-29 20:30:00,2.0,0,Normal,"1-14, idle<=90",2026-08
717049916229890,3302333576,8,2026-07-26 09:30:00,5.0,0,Normal,"1-14, idle<=90",2026-08
747663095349510,3302383080,7,2026-07-28 21:30:00,3.0,0,Normal,"1-14, idle<=90",2026-08
715857304961282,3302423069,7,2026-07-29 18:00:00,2.0,0,Normal,"1-14, idle<=90",2026-08
715983822268676,3302459052,8,2026-07-28 19:00:00,3.0,0,Normal,"1-14, idle<=90",2026-08
717552053645568,3302575548,8,2026-07-28 20:00:00,3.0,0,Normal,"1-14, idle<=90",2026-08
716656307751168,3302610679,6,2026-07-29 19:30:00,2.0,0,Normal,"1-14, idle<=90",2026-08
740050267773190,3302652600,6,2026-07-23 21:30:00,8.0,0,Normal,"1-14, idle<=90",2026-08
751388689623298,3302691840,10,2026-07-29 11:00:00,2.0,0,Normal,"1-14, idle<=90",2026-08
741283034841352,3302692573,6,2026-07-26 19:00:00,5.0,0,Normal,"1-14, idle<=90",2026-08
724652447236354,3302693177,6,2026-07-28 20:00:00,3.0,0,Normal,"1-14, idle<=90",2026-08
717097392505092,3302706046,10,2026-07-21 21:00:00,10.0,0,Normal,"1-14, idle<=90",2026-08
731926157807880,3302806567,14,2026-07-27 20:30:00,4.0,0,Normal,"1-14, idle<=90",2026-08
741667437435142,3302807341,12,2026-07-24 21:30:00,7.0,0,Normal,"1-14, idle<=90",2026-08
733132442384642,3302856226,14,2026-07-29 17:00:00,2.0,0,Normal,"1-14, idle<=90",2026-08
723939718816002,3302863491,12,2026-07-29 18:30:00,2.0,0,Normal,"1-14, idle<=90",2026-08
724090880104704,3302863696,8,2026-07-28 21:30:00,3.0,0,Normal,"1-14, idle<=90",2026-08
740552404971778,3302949005,12,2026-07-26 20:30:00,5.0,0,Normal,"1-14, idle<=90",2026-08
746052092358920,3303002468,7,2026-07-27 10:00:00,4.0,0,Normal,"1-14, idle<=90",2026-08
724286826170628,3303139195,13,2026-07-24 16:30:00,7.0,0,Normal,"1-14, idle<=90",2026-08
